"Longitude","Latitude","Date","State","Temp","CO","NO2","SO2","AtmPres"
-119.7462,36.17,"2014-10-26","California",16.42,0.32,6.03,0.27,976.95
-119.7462,36.17,"2014-10-27","California",15.6,0.37,11.17,0.4,975.89
-119.7462,36.17,"2014-10-28","California",16.56,0.44,15.23,0.59,977.22
-119.7462,36.17,"2014-10-29","California",18.25,0.51,18.01,0.67,977.58
-119.7462,36.17,"2014-10-30","California",18.03,0.49,15.98,0.72,973.77
-119.7462,36.17,"2014-10-31","California",16.24,0.35,9.37,0.29,970.63
-119.7462,36.17,"2014-11-01","California",12.89,0.31,6.18,0.18,972.32
-119.7462,36.17,"2014-11-02","California",12.1,0.37,8.32,0.27,977.62
-119.7462,36.17,"2014-11-03","California",12.69,0.44,13.04,0.4,980.85
-119.7462,36.17,"2014-11-04","California",14.45,0.47,15.41,0.63,982.43
-119.7462,36.17,"2014-11-05","California",17.23,0.5,18.21,0.74,980.95
-119.7462,36.17,"2014-11-06","California",18.09,0.48,18.91,0.89,981.5
-119.7462,36.17,"2014-11-07","California",17.55,0.5,18.99,0.66,980.09
-119.7462,36.17,"2014-11-08","California",17.86,0.53,17.68,0.67,978.23
-119.7462,36.17,"2014-11-09","California",16.85,0.48,13.46,0.65,973.37
-119.7462,36.17,"2014-11-10","California",15.74,0.38,11.82,0.42,970.17
-119.7462,36.17,"2014-11-11","California",14.77,0.3,8.61,0.29,972.42
-119.7462,36.17,"2014-11-12","California",14.52,0.3,10.08,0.33,974.68
-119.7462,36.17,"2014-11-13","California",14.72,0.33,11.22,0.25,976.06
-119.7462,36.17,"2014-11-14","California",14.8,0.34,10.53,0.26,976.44
-119.7462,36.17,"2014-11-15","California",13.69,0.36,9.48,0.31,977.74
-119.7462,36.17,"2014-11-16","California",12.57,0.34,8.07,0.41,982.21
-119.7462,36.17,"2014-11-17","California",12.16,0.41,13.81,0.6,981.82
-119.7462,36.17,"2014-11-18","California",12.89,0.49,17.65,0.89,980.45
-119.7462,36.17,"2014-11-19","California",13.32,0.47,16.69,0.44,978.74
-119.7462,36.17,"2014-11-20","California",12.47,0.4,13.32,0.41,977.1
-119.7462,36.17,"2014-11-21","California",12.8,0.34,10.94,0.47,976.55
-119.7462,36.17,"2014-11-22","California",13.38,0.37,10.19,0.34,978.45
-119.7462,36.17,"2014-11-23","California",13.27,0.39,9.34,0.32,982.31
-119.7462,36.17,"2014-11-24","California",12.38,0.49,13.77,0.64,985.82
-119.7462,36.17,"2014-11-25","California",12.83,0.52,17.2,0.59,988.28
-119.7462,36.17,"2014-11-26","California",14.43,0.66,20.08,0.68,984.34
-119.7462,36.17,"2014-11-27","California",15.06,0.57,15.37,0.66,979.67
-119.7462,36.17,"2014-11-28","California",14.03,0.56,16.05,0.59,974.1
-119.7462,36.17,"2014-11-29","California",13.89,0.43,12.18,0.58,970.52
-119.7462,36.17,"2014-11-30","California",13.6,0.3,7.45,0.3,973.33
-119.7462,36.17,"2014-12-01","California",13.67,0.42,12.58,0.34,978.38
-119.7462,36.17,"2014-12-02","California",12.72,0.36,10.75,0.35,970.91
-119.7462,36.17,"2014-12-03","California",14.79,0.29,8.65,0.31,969.36
-119.7462,36.17,"2014-12-04","California",14.29,0.34,10.2,0.35,972.47
-119.7462,36.17,"2014-12-05","California",13.66,0.43,12.06,0.44,975.75
-119.7462,36.17,"2014-12-06","California",14.16,0.44,10.76,0.41,979.16
-119.7462,36.17,"2014-12-07","California",13.52,0.44,10.75,0.38,979
-119.7462,36.17,"2014-12-08","California",13.54,0.47,14.22,0.57,977.44
-119.7462,36.17,"2014-12-09","California",13.16,0.5,15.45,0.59,976.71
-119.7462,36.17,"2014-12-10","California",12.76,0.48,15.15,0.54,972.51
-119.7462,36.17,"2014-12-11","California",13.94,0.36,10.42,0.46,967.07
-119.7462,36.17,"2014-12-12","California",10.81,0.32,9.71,0.37,971.4
-119.7462,36.17,"2014-12-13","California",9.44,0.39,9.77,0.42,979.26
-119.7462,36.17,"2014-12-14","California",8.73,0.42,10.02,0.41,978.22
-119.7462,36.17,"2014-12-15","California",9.74,0.44,12.64,0.43,975.01
-119.7462,36.17,"2014-12-16","California",10.38,0.37,12.59,0.34,974.1
-119.7462,36.17,"2014-12-17","California",10.06,0.34,11.03,0.22,976.54
-119.7462,36.17,"2014-12-18","California",10.03,0.42,12.65,0.25,980.4
-119.7462,36.17,"2014-12-19","California",10.24,0.45,12.9,0.25,981.45
-119.7462,36.17,"2014-12-20","California",11.13,0.47,12.08,0.3,980.92
-119.7462,36.17,"2014-12-21","California",12.68,0.44,9.59,0.21,981.57
-119.7462,36.17,"2014-12-22","California",14.45,0.54,13.07,0.4,980.07
-119.7462,36.17,"2014-12-23","California",14.91,0.57,13.73,0.55,980.54
-119.7462,36.17,"2014-12-24","California",12.13,0.43,11.94,0.42,975.64
-119.7462,36.17,"2014-12-25","California",8.83,0.3,5.16,0.19,973.41
-119.7462,36.17,"2014-12-26","California",6.86,0.36,9.33,0.28,979.3
-119.7462,36.17,"2014-12-27","California",6.33,0.44,11.79,0.43,984.33
-119.7462,36.17,"2014-12-28","California",6.35,0.51,13.36,0.51,979.54
-119.7462,36.17,"2014-12-29","California",6.57,0.53,15.17,0.43,975.32
-119.7462,36.17,"2014-12-30","California",5.77,0.39,9.49,0.29,972.48
-119.7462,36.17,"2014-12-31","California",4.25,0.38,9.67,0.36,972.46
-119.7462,36.17,"2014-02-11","California",13.32,0.52,14.64,0.47,977.45
-119.7462,36.17,"2014-02-12","California",14.28,0.59,17.49,0.55,978.11
-119.7462,36.17,"2014-08-15","California",24.68,0.28,8.21,0.44,968.93
-119.7462,36.17,"2014-08-16","California",25.35,0.28,7.04,0.44,974
-119.7462,36.17,"2014-08-17","California",25.59,0.27,5.68,0.42,971.83
-119.7462,36.17,"2014-08-18","California",24.47,0.28,6.89,0.38,968.7
-119.7462,36.17,"2014-08-19","California",22.57,0.26,4.79,0.37,968.34
-119.7462,36.17,"2014-08-20","California",22.07,0.27,5.48,0.34,970.48
-119.7462,36.17,"2014-08-21","California",22.96,0.27,7.11,0.39,972.28
-119.7462,36.17,"2014-08-22","California",23.27,0.27,6.85,0.35,971.88
-119.7462,36.17,"2014-08-23","California",22.21,0.26,5.14,0.35,971.17
-119.7462,36.17,"2014-08-24","California",22.02,0.26,4.2,0.43,969.61
-119.7462,36.17,"2014-08-25","California",22.14,0.26,6.4,0.44,970.2
-119.7462,36.17,"2014-08-26","California",22.89,0.28,8.1,0.5,973.35
-119.7462,36.17,"2014-08-27","California",25.01,0.3,9.77,0.61,975.27
-119.7462,36.17,"2014-08-28","California",25.45,0.3,9.91,0.52,973.69
-119.7462,36.17,"2014-08-29","California",25.37,0.29,9.45,0.45,970.47
-119.7462,36.17,"2014-08-30","California",25.56,0.29,7.5,0.54,969.27
-119.7462,36.17,"2014-08-31","California",24.62,0.27,5.08,0.42,969.34
-119.7462,36.17,"2014-09-01","California",24.31,0.28,5.86,0.74,968.75
-74.9384,42.1497,"2014-01-01","New York",-6.35,0.31,15.09,1.75,1005.52
-74.9384,42.1497,"2014-01-02","New York",-9.18,0.33,12.76,1.16,996.4
-74.9384,42.1497,"2014-01-03","New York",-14.18,0.31,12.9,1.43,1001.99
-74.9384,42.1497,"2014-01-04","New York",-8.97,0.39,26.06,3.1,1006.89
-74.9384,42.1497,"2014-01-05","New York",-2.13,0.52,30.68,2.99,1000.2
-74.9384,42.1497,"2014-01-06","New York",1.63,0.38,13.64,1.54,981.78
-74.9384,42.1497,"2014-01-07","New York",-15.04,0.3,11.95,2.06,998.8
-74.9384,42.1497,"2014-01-08","New York",-10.65,0.36,21.57,3.54,1010.89
-74.9384,42.1497,"2014-01-09","New York",-6.01,0.4,27.86,3.25,1015.66
-74.9384,42.1497,"2014-01-10","New York",-1.33,0.53,32.71,2.55,1008.7
-74.9384,42.1497,"2014-01-11","New York",8.24,0.34,23.71,1.19,985.15
-74.9384,42.1497,"2014-01-12","New York",3.79,0.23,11.08,1.23,989.05
-74.9384,42.1497,"2014-01-13","New York",4.39,0.39,19.36,1.76,995.34
-74.9384,42.1497,"2014-01-14","New York",5.13,0.42,24.49,1.2,989.41
-74.9384,42.1497,"2014-01-15","New York",1.96,0.45,21.07,1.6,994.27
-74.9384,42.1497,"2014-01-16","New York",0.31,0.35,17.99,1.21,994.07
-74.9384,42.1497,"2014-01-17","New York",0.13,0.43,22.29,1.87,993.58
-74.9384,42.1497,"2014-01-18","New York",-1.74,0.42,16.67,1.46,990.25
-74.9384,42.1497,"2014-01-19","New York",-2.99,0.31,13.6,2.17,986.24
-74.9384,42.1497,"2014-01-20","New York",-1.17,0.33,18.15,1.95,986.63
-74.9384,42.1497,"2014-01-21","New York",-11.92,0.3,15.43,1.05,997.08
-74.9384,42.1497,"2014-01-22","New York",-14.87,0.35,16.01,1.77,994.69
-74.9384,42.1497,"2014-01-23","New York",-13.08,0.34,19.7,2.28,1001.48
-74.9384,42.1497,"2014-01-24","New York",-11.57,0.32,17.65,2.68,1003.48
-74.9384,42.1497,"2014-01-25","New York",-6.63,0.33,18.95,2.65,982.24
-74.9384,42.1497,"2014-01-26","New York",-8.99,0.32,16.75,2.03,987.54
-74.9384,42.1497,"2014-01-27","New York",-4.38,0.4,24.7,2.18,988.8
-74.9384,42.1497,"2014-01-28","New York",-12.13,0.33,15.95,2.13,1005.08
-74.9384,42.1497,"2014-01-29","New York",-11.17,0.38,19.11,2.98,1001.43
-74.9384,42.1497,"2014-01-30","New York",-6.72,0.42,24.28,3.59,1005.58
-74.9384,42.1497,"2014-01-31","New York",-0.93,0.46,26.55,4.14,1000.21
-74.9384,42.1497,"2014-02-01","New York",1.16,0.63,28.86,3.57,1002.44
-74.9384,42.1497,"2014-02-02","New York",2.92,0.6,30.38,2.33,996.85
-74.9384,42.1497,"2014-02-03","New York",-2.66,0.42,21,1.39,1004
-74.9384,42.1497,"2014-02-04","New York",-4.45,0.47,26.82,1.54,1007.53
-74.9384,42.1497,"2014-02-05","New York",-4.01,0.41,21.1,1.18,992.48
-74.9384,42.1497,"2014-02-06","New York",-8.01,0.39,19.79,1.49,1002.12
-74.9384,42.1497,"2014-02-07","New York",-6.72,0.35,21.23,2.53,1002.49
-74.9384,42.1497,"2014-02-08","New York",-7.71,0.36,22.43,2.53,1002.74
-74.9384,42.1497,"2014-02-09","New York",-6.81,0.39,23.06,2.16,997.27
-74.9384,42.1497,"2014-02-10","New York",-7.08,0.32,18.11,2.52,998.99
-74.9384,42.1497,"2014-02-11","New York",-10.24,0.25,17.67,1.54,1006.67
-74.9384,42.1497,"2014-02-12","New York",-10.61,0.26,20.9,1.59,1008.61
-74.9384,42.1497,"2014-02-13","New York",-4.09,0.26,20.87,1.18,985.56
-74.9384,42.1497,"2014-02-14","New York",-1.38,0.26,18.54,2.38,974.03
-74.9384,42.1497,"2014-02-15","New York",-2.66,0.33,24.27,2.46,984.68
-74.9384,42.1497,"2014-02-16","New York",-7.51,0.23,10.23,1.59,991.11
-74.9384,42.1497,"2014-02-17","New York",-8.54,0.27,19.2,1.37,1002.37
-74.9384,42.1497,"2014-02-18","New York",-2.69,0.29,30.54,2.01,993.57
-74.9384,42.1497,"2014-02-19","New York",0.54,0.46,36.23,2.22,987.74
-74.9384,42.1497,"2014-02-20","New York",2.97,0.3,27.56,1.37,996.17
-74.9384,42.1497,"2014-02-21","New York",3.28,0.29,23.64,0.84,986.05
-74.9384,42.1497,"2014-02-22","New York",4.28,0.29,24.53,1.62,981.54
-74.9384,42.1497,"2014-02-23","New York",3.84,0.27,20.71,1.56,980.85
-74.9384,42.1497,"2014-02-24","New York",-2.98,0.23,10.46,1.02,980.57
-74.9384,42.1497,"2014-02-25","New York",-6.68,0.26,15.5,1.5,982.58
-74.9384,42.1497,"2014-02-26","New York",-8.87,0.27,15.67,1.45,978.74
-74.9384,42.1497,"2014-02-27","New York",-9.78,0.25,20.43,1.81,974.63
-74.9384,42.1497,"2014-02-28","New York",-12.28,0.25,17.23,1.53,1002.46
-74.9384,42.1497,"2014-03-01","New York",-4.68,0.3,28.49,3.13,999.99
-74.9384,42.1497,"2014-03-02","New York",-3.82,0.26,21.5,2.24,996.05
-74.9384,42.1497,"2014-03-03","New York",-10.63,0.25,15.36,1.85,1000.21
-74.9384,42.1497,"2014-03-04","New York",-9.56,0.28,25.46,2.21,1003.08
-74.9384,42.1497,"2014-03-05","New York",-5.82,0.3,28.02,2.13,1003.42
-74.9384,42.1497,"2014-03-06","New York",-8.5,0.27,18.74,1.33,1010.17
-74.9384,42.1497,"2014-03-07","New York",-2.65,0.34,25.87,1.76,998.32
-74.9384,42.1497,"2014-03-08","New York",2.42,0.32,20.61,2.62,989
-74.9384,42.1497,"2014-03-09","New York",-0.69,0.25,10.01,1.67,992.08
-74.9384,42.1497,"2014-03-10","New York",3.04,0.27,22.34,2.24,983.39
-74.9384,42.1497,"2014-03-11","New York",7.65,0.31,25.54,1.95,980.66
-74.9384,42.1497,"2014-03-12","New York",1.92,0.33,23.56,1.11,974.69
-74.9384,42.1497,"2014-03-13","New York",-8.99,0.24,8.1,1.17,984.36
-74.9384,42.1497,"2014-03-14","New York",-0.68,0.26,18.87,2.05,991.18
-74.9384,42.1497,"2014-03-15","New York",5.11,0.24,13.18,1.33,986.66
-74.9384,42.1497,"2014-03-16","New York",-4.68,0.24,6.96,1.01,998.76
-74.9384,42.1497,"2014-03-17","New York",-6.62,0.27,12.28,1.07,996.19
-74.9384,42.1497,"2014-03-18","New York",-2.23,0.27,19.41,1.47,999.41
-74.9384,42.1497,"2014-03-19","New York",1.59,0.26,14.82,1.19,994.81
-74.9384,42.1497,"2014-03-20","New York",4,0.28,13.07,1.28,984.82
-74.9384,42.1497,"2014-03-21","New York",1.84,0.24,11.04,1.11,991.82
-74.9384,42.1497,"2014-03-22","New York",3.82,0.25,13.35,1.33,988.44
-74.9384,42.1497,"2014-03-23","New York",-2.02,0.23,6.65,1.11,995.45
-74.9384,42.1497,"2014-03-24","New York",-6.02,0.27,9.34,1.39,998.47
-74.9384,42.1497,"2014-03-25","New York",-3.28,0.27,18.04,1.26,992.76
-74.9384,42.1497,"2014-03-26","New York",-4.11,0.27,10.98,1.08,992.96
-74.9384,42.1497,"2014-03-27","New York",-1.46,0.27,19.8,1.4,1000.79
-74.9384,42.1497,"2014-03-28","New York",5.88,0.35,30.98,1.37,982.23
-74.9384,42.1497,"2014-03-29","New York",4.81,0.29,15.7,1.07,995.49
-74.9384,42.1497,"2014-03-30","New York",3.48,0.25,12.42,0.84,984.43
-74.9384,42.1497,"2014-03-31","New York",3.46,0.27,15.29,1.09,993.63
-74.9384,42.1497,"2014-04-01","New York",6.22,0.26,15.56,1.12,994.52
-74.9384,42.1497,"2014-04-02","New York",5.62,0.33,23.89,1.4,995.78
-74.9384,42.1497,"2014-04-03","New York",5.83,0.35,24.59,1.26,996.42
-74.9384,42.1497,"2014-04-04","New York",4.55,0.24,11.26,0.85,988.58
-74.9384,42.1497,"2014-04-05","New York",3.96,0.24,8.69,0.98,987.34
-74.9384,42.1497,"2014-04-06","New York",4.91,0.23,13.52,1.27,997.09
-74.9384,42.1497,"2014-04-07","New York",5.48,0.3,19.15,1.56,992.01
-74.9384,42.1497,"2014-04-08","New York",8.27,0.32,19.39,1.04,975.44
-74.9384,42.1497,"2014-04-09","New York",6.24,0.24,11.34,1,986.06
-74.9384,42.1497,"2014-04-10","New York",9.71,0.25,14.8,1.45,992.32
-74.9384,42.1497,"2014-04-11","New York",11.46,0.25,18.71,1.28,992.35
-74.9384,42.1497,"2014-04-12","New York",11.18,0.25,11.65,1.24,997.27
-74.9384,42.1497,"2014-04-13","New York",14.43,0.25,13.93,1.36,992.64
-74.9384,42.1497,"2014-04-14","New York",16.69,0.23,11.65,1.09,986.66
-74.9384,42.1497,"2014-04-15","New York",7.15,0.23,7.24,0.76,983.6
-74.9384,42.1497,"2014-04-16","New York",-0.16,0.25,7.57,0.93,1004.37
-74.9384,42.1497,"2014-04-17","New York",3.64,0.24,8.58,0.86,1012.36
-74.9384,42.1497,"2014-04-18","New York",5.73,0.26,11.76,1.13,1004.77
-74.9384,42.1497,"2014-04-19","New York",7.87,0.26,12.84,1.19,1003
-74.9384,42.1497,"2014-04-20","New York",8.84,0.24,7.84,0.98,1005.15
-74.9384,42.1497,"2014-04-21","New York",12.83,0.29,20.51,1.57,993.55
-74.9384,42.1497,"2014-04-22","New York",12.13,0.29,15.95,1.28,980.14
-74.9384,42.1497,"2014-04-23","New York",7.07,0.24,7.19,0.97,982.82
-74.9384,42.1497,"2014-04-24","New York",7.01,0.23,9.95,1.12,991.51
-74.9384,42.1497,"2014-04-25","New York",9.01,0.24,10.8,1.05,989.1
-74.9384,42.1497,"2014-04-26","New York",7.8,0.25,8.6,0.91,985.48
-74.9384,42.1497,"2014-04-27","New York",7.44,0.23,5.52,0.93,993.93
-74.9384,42.1497,"2014-04-28","New York",9.59,0.25,9.71,0.91,995.56
-74.9384,42.1497,"2014-04-29","New York",7.79,0.22,5.67,0.72,1000.04
-74.9384,42.1497,"2014-04-30","New York",6.99,0.26,9.9,0.68,997.79
-74.9384,42.1497,"2014-05-01","New York",13.55,0.31,13.86,0.85,984.93
-74.9384,42.1497,"2014-05-02","New York",12.64,0.24,8.07,0.94,984.68
-74.9384,42.1497,"2014-05-03","New York",12.53,0.26,10.86,1.13,985.19
-74.9384,42.1497,"2014-05-04","New York",10.94,0.23,4.94,1.01,983.62
-74.9384,42.1497,"2014-05-05","New York",11.57,0.22,8.9,1.04,989.42
-74.9384,42.1497,"2014-05-06","New York",11.38,0.23,10.57,0.9,993.11
-74.9384,42.1497,"2014-05-07","New York",11.67,0.23,10.95,0.84,999.63
-74.9384,42.1497,"2014-05-08","New York",13.53,0.24,13.72,0.88,997.84
-74.9384,42.1497,"2014-05-09","New York",16.31,0.27,14.95,0.9,994.95
-74.9384,42.1497,"2014-05-10","New York",18.1,0.24,8.9,0.63,989.38
-74.9384,42.1497,"2014-05-11","New York",17.54,0.24,11.53,0.75,994.39
-74.9384,42.1497,"2014-05-12","New York",19.79,0.32,22.85,1.18,996.15
-74.9384,42.1497,"2014-05-13","New York",17.8,0.27,11.57,0.53,998.16
-74.9384,42.1497,"2014-05-14","New York",17.12,0.23,8.45,0.39,999.94
-74.9384,42.1497,"2014-05-15","New York",19.34,0.24,8.65,0.28,996.53
-74.9384,42.1497,"2014-05-16","New York",15.42,0.22,6.21,0.3,991.27
-74.9384,42.1497,"2014-05-17","New York",12.2,0.22,6.54,0.47,994.4
-74.9384,42.1497,"2014-05-18","New York",11.72,0.22,5.4,0.55,999.56
-74.9384,42.1497,"2014-05-19","New York",13.69,0.23,9.09,0.57,998.9
-74.9384,42.1497,"2014-05-20","New York",16.88,0.23,9.98,0.51,996.04
-74.9384,42.1497,"2014-05-21","New York",18.12,0.24,14,0.66,991.43
-74.9384,42.1497,"2014-05-22","New York",15.08,0.26,15.17,0.47,988.56
-74.9384,42.1497,"2014-05-23","New York",13.93,0.24,8.1,0.47,991.06
-74.9384,42.1497,"2014-05-24","New York",14.96,0.23,8.62,0.62,995.3
-74.9384,42.1497,"2014-05-25","New York",18.24,0.25,10.22,0.57,996.21
-74.9384,42.1497,"2014-05-26","New York",22.17,0.26,10.07,1.03,992.77
-74.9384,42.1497,"2014-05-27","New York",22.94,0.24,12.57,1.03,988.45
-74.9384,42.1497,"2014-05-28","New York",13.75,0.21,5.65,0.21,993.86
-74.9384,42.1497,"2014-05-29","New York",13.71,0.21,7.15,0.31,999.26
-74.9384,42.1497,"2014-05-30","New York",15.88,0.23,14.09,0.5,997.03
-74.9384,42.1497,"2014-05-31","New York",15.59,0.22,6.87,0.39,1000.77
-74.9384,42.1497,"2014-06-01","New York",18.05,0.23,8.27,0.55,1002.73
-74.9384,42.1497,"2014-06-02","New York",21.24,0.23,13.14,0.96,996.92
-74.9384,42.1497,"2014-06-03","New York",21.86,0.26,14.1,0.76,990.2
-74.9384,42.1497,"2014-06-04","New York",18.82,0.27,12.55,0.61,987.81
-74.9384,42.1497,"2014-06-05","New York",16.49,0.24,9.78,0.76,985.25
-74.9384,42.1497,"2014-06-06","New York",17.39,0.21,7.99,0.75,990.67
-74.9384,42.1497,"2014-06-07","New York",19.87,0.23,9.24,0.73,993.36
-74.9384,42.1497,"2014-06-08","New York",21.01,0.25,9.04,0.67,991.18
-74.9384,42.1497,"2014-06-09","New York",18.62,0.24,10.69,0.48,992.24
-74.9384,42.1497,"2014-06-10","New York",20.19,0.26,9.57,0.49,992.7
-74.9384,42.1497,"2014-06-11","New York",17.81,0.22,7.44,0.54,994.87
-74.9384,42.1497,"2014-06-12","New York",18.11,0.22,8.32,0.5,992.64
-74.9384,42.1497,"2014-06-13","New York",19.61,0.25,11.53,0.56,987.43
-74.9384,42.1497,"2014-06-14","New York",16.74,0.21,6.47,0.89,992.1
-74.9384,42.1497,"2014-06-15","New York",18.22,0.21,5.54,0.64,997.17
-74.9384,42.1497,"2014-06-16","New York",20.64,0.24,11.76,0.97,996.89
-74.9384,42.1497,"2014-06-17","New York",24.17,0.28,15.61,0.83,992.97
-74.9384,42.1497,"2014-06-18","New York",23.67,0.23,8.94,0.55,991.43
-74.9384,42.1497,"2014-06-19","New York",20.18,0.23,10.37,0.36,994.78
-74.9384,42.1497,"2014-06-20","New York",18.37,0.21,7.75,0.33,994.1
-74.9384,42.1497,"2014-06-21","New York",17.81,0.17,6.54,0.38,992.44
-74.9384,42.1497,"2014-06-22","New York",19.04,0.2,8.88,0.44,993.37
-74.9384,42.1497,"2014-06-23","New York",21.19,0.25,12.14,0.57,996.16
-74.9384,42.1497,"2014-06-24","New York",22.08,0.31,9.33,0.46,994.89
-74.9384,42.1497,"2014-06-25","New York",21.77,0.3,8.97,0.33,991.22
-74.9384,42.1497,"2014-06-26","New York",22.85,0.29,8.73,0.3,991.19
-74.9384,42.1497,"2014-06-27","New York",21.74,0.27,7.09,0.37,998.16
-74.9384,42.1497,"2014-06-28","New York",22.73,0.3,8.54,0.6,1001.53
-74.9384,42.1497,"2014-06-29","New York",23.24,0.24,8.44,0.56,999.03
-74.9384,42.1497,"2014-06-30","New York",24.19,0.25,9.76,0.58,993.74
-74.9384,42.1497,"2014-07-01","New York",25.69,0.24,9.79,0.53,988.37
-74.9384,42.1497,"2014-07-02","New York",24.96,0.24,10.99,0.65,989.62
-74.9384,42.1497,"2014-07-03","New York",22.74,0.35,13.36,0.62,992.13
-74.9384,42.1497,"2014-07-04","New York",18.94,0.21,6.7,0.61,994.51
-74.9384,42.1497,"2014-07-05","New York",20.7,0.2,5.44,0.85,996.23
-74.9384,42.1497,"2014-07-06","New York",22.21,0.21,7.49,1.15,992.79
-74.9384,42.1497,"2014-07-07","New York",23.83,0.22,9.27,0.99,986.41
-74.9384,42.1497,"2014-07-08","New York",25.03,0.23,11.07,0.63,984.5
-74.9384,42.1497,"2014-07-09","New York",22.29,0.21,10.89,0.66,989.21
-74.9384,42.1497,"2014-07-10","New York",20.42,0.21,9.78,0.45,997.56
-74.9384,42.1497,"2014-07-11","New York",21.14,0.21,9.6,0.45,1000.7
-74.9384,42.1497,"2014-07-12","New York",22.7,0.24,12.25,0.72,999.29
-74.9384,42.1497,"2014-07-13","New York",22.79,0.2,5.96,0.52,992.06
